 T    4822817    3333378    4553431    3803534    5043557   15581026    1769413    3252152   11689083          0 1000000000   10457513   11356951    4434627    3567067   22542909    6319761    8949596     274873    6821433    6051890    5360646    3612794    4424852    5330858          0    2064544   12154238    5375728    6051890    4193571   12612107    3632955    2040231          0   17832778    6431278    4846431    2493230    3178056    4076647   14276092    4597221   20510994    4238447   10203001   14814793    3389527    6480861    5086137   14276092   11966311  666666359    5369219    3853653    6868993    8461584    2795714    1216014    4531978          0    5952154    4841512    3972826   13849800    2172052    3343962          0    6516260    5707306    6431278    2493230    2064544    2481058    4817067    2325189    3769377    5752984   11056769   13030454   17278302   17832778    5071394    1224600    2040231    3329408          0    6417486    4566320    2341787          0    7462740   18947777   14498562    1224600   11090944    5717635     688473   23684721    7504251    5290803    6907461    1628460          0    4238447          0   12070015    2711622    5071394   18741738   16408795    2338216    4902860    4501648   15789814    9876529    4502426    9122764    3653056    4627466    8528420          0   26330150    3272946    9517395    2345339          0   17035427          0   15316585    5628032    1612031 
 T   13141813    3269074    5131268    3658137   23167288   10996358     902162    2561159   11755224    1000433   10457513 1000000000   19032005    5958683   15818051    6982798    7110563    3698187    2410448   25928446    5396432   19052558    9313427    3717543    4378250          0    4413866    5683114   19052558    5396432    6763112   23282401   18077773    8120417          0   18420367   15578964   11883414     916409    2004894   16896606   16935850   15965754   23621226   21090735    6038248    6342394   76003026    5575376   21090735   18593730    4053392   11068889  843842819   12065861    9248885    9874134    6763112    5772682    8915142          0   16392313    5396432   10180593   19639581   66138893    4592284          0   17114368   16978804   15578964     916409    4737132    4208700   12065861    8965116    5501455   16766315    5195779   50149249   21308234   18420367    5682311     493529   11085637    8622495          0    6247730    6665487   12419655          0   43361701   20647362   14427735     493529   10374068   26056813     930673   20647362 1000000238   14570945   13285675   26512138    5387186   21090735          0   35024466   76003026    5714710   12739450   23621226   17687380    9248885    7819753   20647362    6342394    9478978   19966763    6665487   19712707   23282401    6928527    8745273   56690480   18593730    6219433          0    5689196          0    6700558    9478978    5799046 
 T   16155495    2013273    5300737    1545548    8270703    8480960     447539    2788791   11025244     265466   11356951   19032005 1000000000    1160644   14049727    3269980    3203061    1508604    7357159    3735167    6039826   18551488    7064205     539732    4811854          0     363687    5211065   18356475    6039826    1858636   20664442   16162394    3588828          0    7079212    8291008    1581820     308936     989533   15901275    5898415    2599356   12481314    6760926    3046332    4784871    3073134    6910148   18732969   11756643    6731486    6887333    3659644    1847814    7262202    7473031    1858636    2687412    7408738          0   14190156   10562363   14172357   20835933    5844743          0          0   10087633   18551488    8291008     308936     363687    2947015    1847814    6013981    2833466    5451648    4355132   10362746   13214885    7079212     668501    7757822    3588828    7064205          0    6292655    3944942    1977955          0    9923645    5491323    6853130    7757822    7582272    4344002    2215375    5491323    9697127   12613472    6462151    2560416    1076001   18856126          0    9446461    3073134     780942    2041360   12481314    2885509    6462151    6207757   12839905    4784871    3360612    6461575    3944942   19629166   21109220     217264    6705948    5049862   11756643   19273531          0  334125595          0    3944942    2476349    2687412 
 T   32759157     519246     759217    5635369    8671039    6049824    1045489    3728624    2933620    3454455    4434627    5958683    1160644 1000000000   17293812     479496    3493064    2494071     969190   23056283     823382   23058416    4056813          0    1632125          0    1136124    1734462   23058416     823382    2627675     600299   19764357    1365689          0    6326902    4860250    1176658    1503648    1274795   19764357    3258327    8295689    5018915    9700750    4878899    1478195    5104904    1101644   27670100    4065798    2224280    1134652    2811072    3008319    3002056    4994100    1751783          0    1993420          0   17293812    2118085     469463    1872219    1519930   10987264          0    1817976   27670100    4860250    2004865    5118022  999999106    3760398    2130997    3181141   16090674    1423976    2469825    4477158    8435869    7513834     671451    1041460    2564305          0     950112    1158227    2285157          0    2136398    2800723     976955     671451    3066565   16204340     702563    4667872    2889274   15372278    2178195    2577818    2220613   23058416          0     476166    3062942    7513834    6091702    3011349    1788628    1089204    1678241    2333936     985463    2003210    1453487     926581   27670100     745160    4881069    2853772    4924234    2710532    3099146          0     884619          0     772151    2297737     259649 
 U  499999523     366067    1353788    3003547   13715565    2784503     194806    3943878    6451874     726668    3567067   15818051   14049727   17293812 1000000000    2747370    7955988    2327951    1685133   45679687    2390732  646177215   19637144    1412763    6377467          0    2120018   16364273  295917542    2390732   12897557   13673540 1000000000    6223860          0   50878141   11051845   15834430    4440782    1275963  878203937   32414440   24803096   52592286 1000000000   14886013   17276378   30929170    6233550 1000000000   32414440   11417679    6968599   16054461   10419074    9912403   13353142   12897557    9887319    3653084          0  879991906    8286817    3383631   14219230   15423466    9345371          0    7866367  646177692   11051845    4440782   10756256   27891581   10419074   13226349    3653084   66610698   16364273    8378576   17297570   50878141    6843271    1297763    6223860   19637144          0    4349425   10682577    4235842          0   14582439   28571467   17297570    1297763   13534294   82109164    3699493   28571467   20223059  782215451    9892193    6230561    7718982 1000000000          0    9072799   30929170    6843271   24612248   52592286    7200797   10088275    3653084   30591462   17276378    6759155    5835238   10682577  880996880   13673540   20503223   13353142   32294821   32414440   14689864          0    4442910          0   10682577    6539923    9887319 
 T    2260918    1119888    1373299    2142399    7359444   11855878     694431    1948115  171220129          0   22542909    6982798    3269980     479496    2747370 1000000000          0     467923    2490136    1311898    1119888     544194    1686705          0     111145          0          0    2403566     403648    1119888    1345634     726838     322988     830722          0    1461666    1282540     857987          0     694432     466452    2867283     549278    1423247     376819     997102    1635136     599869     839916     452183    1143434    1751795    3757145    3348310     729676    1728470    1208122     897090     160720     206235          0     518847     671933     607953    1975984     487108          0          0    2095898     653033    1282540          0          0     274009     912095    1610829     206235     807296    3204755    1053931     817742    1948888     952180     360903     623041    1686705          0     414005     895866     775829          0     602247    2760041     377970     360903    1079746     787139    1194488    2905820     604851     461197    1728470     761619          0     376819          0    1078228     359921     952180    1824774     853948     504573     864235     762062    2300034    1090091    1138771    2934257     716693     452183    1089802          0    5143039     347934    1911522     244625          0    2577548          0     597244    1897951    1224420 
 T    5911850     342240    1403636    2234145    6008859     568104    1075268    1276878    3753169          0    6319761    7110563    3203061    3493064    7955988          0 1000000000    1790780    1521287    3325218     342240    2971505    1086741          0    2029978          0          0     496725    2971505     342240     215118    3167756     856457    3806466          0    2254884    2836049    2009059          0    1612901    1416683    3746060    3929095    1267892     999200     942472    1382582    2260682     674827    1199040    3746060     554323    1239808    2465207     682189    2445803    4810675     143412          0    1177470          0    2228629    2307195   21947119    1677903     629301    1760890          0    1066246    1983356    2836049          0    1598388    2235863     852736    4269443          0    8914515     993451    2651681    9304256    4509768     658936    8303609    2854849    1086741          0    1551126     310666    3421704          0    2281716     498576     749962    4151804     171120    1027288          0     802624    1848905    1101865     413264     774789    4290555     999200          0     666599    1356409     658936    3714573     760735    3044023    1034084     114080     415480     921722     835383    1278344     248533    1182370    2111837     822259    2748957     449501    2497373     714698          0    1432867          0     228600    1392304     176498 
 T    2327951    2631553    4088640   13341019    3705357    2678809    3378199          0    9127110    3494758    8949596    3698187    1508604    2494071    2327951     467923    1790780 1000000000          0    4069793    7894656    2056413   10585521    5475251    1255869          0    3074782    2257947    2056413    7894656    1590712    4412801    1791456    3608481          0    2521067    3156517          0          0   10134604    1330258    3913360    2400802    2293727    2090032    1491069    2097544    1766144    7299571    1862362    3913360          0   12135459    4449388    4370759    7626337    6845324    1060474    1836307    4440705          0    3985239    4736793    2471472    1848152    1570768          0          0    2731821     774669    3156517          0    3074782    4535791    5463449    1504266    2209130    1389044    3010596    5281396    3602481    3361422    1217759          0    3600489    1896232          0   10810321    3034033   15684668          0    3017941    2243804    3938452          0    5920992    2441876    2832336    3739673    3337041    3542435    7626337    1867678          0    2090032          0    3456427    1059686   26073165    2721614    1376236          0    7206881    3947328    1869836    1398363    7109259    3824550    2427227    1862362    4509887    4254041    3911614    1121977    5926158    1037884          0    2760051          0    2741269   11848764     918154 
 T    1925866     456277     795103     928074    2716402    1410755    1108063   14940009    4396071    1144956     274873    2410448    7357159     969190    1685133    2490136    1521287          0 1000000000    1178879     912557     854665    2777395    1477912   10245680          0    3477370    2820165     854665     912557     777554    6767862     550248    9831020          0     589965    2955510     806889     784166    3324200     550248    7162229    4865827    1667228     641956     545343    2439271    1804774     960326     770347    7162229          0     366498     799692     533270    1756462    1956414     518369     845214   14521470          0     640999   23959938    4582917    4511908    1866969          0          0     848669     754925    2955510    1568331    3477370    3972265     666587    2879425   14521470    2563994    1113405    1093006    4835255    1179931     184232   51503699    7373265    2777395          0    2777071     442509     583063          0    1937360     920464    1611752   51503699     574372     555748          0    1534106    1703048     427971     971816    5121524          0     641956          0     649383    1082864     907760          0    1000337     946397    1851380   10971958     950514    1626180    3080799    1188137     354007     770347    4511908          0    1117951    1333550    4774819    8174753          0    2002682          0     295006     729102     422607 
 U   35740592     444244    2150611    4465611    7107664   10078414     973778    5960384    4207532    1105015    6821433   25928446    3735167   23056283   45679687    1311898    3325218    4069793    1178879 1000000000     888488   18322041   14495790          0    5819798          0    1513498    2880061   14175289     888488    1048229    3660234   11982660    8866055          0    8567980    4097270    5100189    2652090     973781   15958108    7682962    7923866   16975904   12420284    9935977    1637272   29274483    4528930   16775723   14272853    2164885    2913957   20923731    6916693    4793723    6255308     698820     806195    3584657          0   13741531     673598    3487422    3535447    5440297    7938463          0    6130082   22341351    4097270    3536120    5249880    9210803    8645866    4622064    2205122   24675985    3636372    3898555   10676602   11423973    1670038     150745    6649541   14495790          0    1586911    1472514    3703855          0    6179326   11050205    1932956     150745     939120  211910939     882490   17125085   15692799   12411862    3799924   11064797  999999762   13979770          0    3011257   17564690    1670038   10877024   10185542    5856858    1899962    1509724    9208504    1091515    3654322    1449873    1178011   15527866    2440156   23434259    3574462   16230807    9515235    3859093          0    3440451          0    1461142    6090536     403097 
 U    2290115  500000238  349032941     866087   13507397     812239    2223894    1985587   23222839          0    6051890    5396432    6039826     823382    2390732    1119888     342240    7894656     912557     888488 1000000000     488089    3111921          0    1672111          0    1537531    2103964     488089  500000238    1485876    4365830     418362     204682          0    1120535     924451    1169214          0    3335845     418362    1162521    1199805     450464     455862    6288021    2658826          0  250000119     585707    1683452     632294    2222252     946245     285480    1501227    5805703     990584     470649   50248876          0     844900  200000095    4316743    1786354     793638          0          0    1599159     585707     924451          0    1537531    4094734     356850    1873353     704602     663157    4207927    1437952     983227    2241071     384928    1610541     153512     913281          0     897976     190315    1761918          0     821687    2285567    1593470    1610541  250000119     253807     380629    3809279    4903611     751022    1501227     422839          0     488089          0          0          0     384928          0     270278    1734655     750613  166666746    1904640    1772551    1134844     290408     152252     585707    2910553     434050    3317545     566884    1122302    2917115          0    1320334          0     955606    1618855     644150 
 U  358355741     488089    2239338    3301168   10087691    4360116     256517    3563058    8602499     968891    5360646   19052558   18551488   23058416  646177215     544194    2971505    2056413     854665   18322041     488089 1000000000   16160107    1087601    4917036          0    3194368    7935884  999999583    1550684    2010208    6734063  319508813    4885535          0    7768646   12324854   16738173    4902746    1256620  583774942    9542224   21084949   38155110   64449679   12739069    7432800   27497043    4864457  372760282   10906391   10666013    8833788   19467307   13328442   10526299   12783237    2010208    2283325    6587611          0  510803231    2164316    7242542    8720225   16875448    9207623          0    8540878  679742198   12324854    4902746    4921675   28031754   13328442    9135518    6587611  522711147    7935884   17564744   13259483    7768646    5160930    1452112    5511015   16160107          0    3654756   10727186    6002338          0   15790982   29923230    5622515    1452112    2027950   72623773     994180   29923230   19467307  454047177   10526299    9790798    2721416  372760282          0    4810581   27497043    5160930   23893344   38155110    5958681   10526299    6587611   29923230    7539654    7987680    5223709   10727186  372760282    8860308    6324966   10957060   26897915   10906391    5475856          0    4970254          0   10727186    7987680    2283325 
 U   15290852    3111921   11034937    5746144   11570011    7692299    6535850   12245946   11404310     671757    3612794    9313427    7064205    4056813   19637144    1686705    1086741   10585521    2777395   14495790    3111921   16160107 1000000000    1947692    6130842          0    2748873   11925332    9590727    4345972    1801090    8694611    6721884    2741172          0    5193411   26268203   30265274    1154949   11673219   11671242   14360079    5746689    7031484    7842198   36722119    3996710   10623779    3417621    9041613   12781779   10603057    2085858    4755671   10932657    7830451   24161881    1200727    3923850    6884556          0    7193045    2907965    8474223    9331873    9080274    3959832          0   11239857   16339739   26268203    1539933   59000911    2781340   13665821   12475828    2500404   19181455   15900442   11569341   16501138    6924549    7137042    1287986    7545521  999998868          0    2609152    2095861    3098339          0    6611052   23032279    7872999    1287986    3987686    6871755          0   38387131    7911638    9077633    7830451    2914889    6371848    7842198          0    1030462    6374268    7137042   20303667    4218890    4655806    3915226    2407506   19193565    3403148   15358612    2673970    1676689    9041613    5796408   19581906   13806789    6732696    9573386    3210279          0    3891908          0    3368058   25597686    1961925 
 T    1614586          0    1632191     607437    1653641     862752          0    1093511    3272208    4431173    4424852    3717543     539732          0    1412763          0          0    5475251    1477912          0          0    1087601    1947692 1000000000    1582734          0          0     733475     543801          0     621066    1304308     691966          0          0    1673206    3113535    3464730          0          0     691966    5891850          0    2045908     807293     529088    4408342          0          0     968752    5891850          0    2558692    1080861     952551          0    2532714     414044          0    1969015          0    1737948    2821995    2222841     864753    1537732          0          0    1209436          0    3113535          0          0          0    1190689    2333198          0     750699          0     567634    1891177    2230942     809916    1260064          0    1993522          0          0    3273394    1635395          0     324362    1122806  499999970    1260064    1139116          0          0    1871343    3642805    1544843    3608051     814189          0     807293          0    1922899          0     809916          0    1227545          0          0     661144     935671    2938895    1969795    1028338    2618715     968752     869539          0    1447265    1098380    3927900    2827254          0    1836991          0    2182262    2230596          0 
 T    4175210    1672111    2685449    3738895    6997045    8707553     541941   10536740    2871345          0    5330858    4378250    4811854    1632125    6377467     111145    2029978    1255869   10245680    5819798    1672111    4917036    6130842    1582734 1000000000          0     479679    2835672     627202    1672114     783107    1624489     720042    2207575          0     343554    3190045     359021    2545644     812912    1370539    1531018    2698811     860796     840049    1320452    1005855     587178     939508    1008059    1643347     259667     888475    1535840    1025356    1031407    2005487     522071     404922    4577786          0     686743    2874466    4176101    1451257    1054084          0          0     460889    1918754    3190045    5091287     479679    4195578    1281695     973403    4577786     853267    1845442    2554362    1948631     687107     574943    6501322    2459982    2043613          0     773555     529743    1488438          0    1459636    1803382     649544    6501322     836057     987751    1059486    3005636    1151880    1065975    1031407     675752          0     840049          0    1264886     352307    1174398    3269128     516478    1136253     515703    2288893    1502818     670570     585693     645244     423794    1008059    1082993    1521189    1145993     752917    1095565   10145510          0    2970512          0     353162     976156     202461 
 U          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0 1000000000          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0          0 
 U    1663059    1537531    2013951     661154    7649655          0     268884    1560687    1594519          0    2064544    4413866     363687    1136124    2120018          0          0    3074782    3477370    1513498    1537531    3194368    2748873          0     479679          0 1000000000     508899    1064790    3075061    1753288     913665     533922    9823915          0          0     501503    2480949    5190143     806652     802915          0     692302    1157789     622909    1806034    1674511     997747    1537530     747491     528159          0    1093932    4382631    3287764     706597     797259    1168859    4430012    3348104          0     760745    7487196    1923619     347619     889638          0          0     468353    1124082     501503   10380287 1000000238    1136124    4109704     530298    3348104          0    1017799    2607633     865626          0     587693    3127841    7367936    1832583          0     529948     800284    2759202          0    1490076    1177626     339266    3127841    2481677     522379    1600568    1865817    2004913     676217    3035610     417093          0     622909          0    4313169     598648     587693          0     694674          0     353299    1674052     981355    1116341    3072012     655695     640227     747491    9109233   20013379     455576     635456     352106          0          0          0          0     533523    4686654    2215006 
 T   12227955    2103964    9386695    2745871   10766585    5006456    4213230    4638888    8950829          0   12154238    5683114    5211065    1734462   16364273    2403566     496725    2257947    2820165    2880061    2103964    7935884   11925332     733475    2835672          0     508899 1000000000    5089534    8415874    2268499   25543324    9095657    1753847          0    1644618    7985028    7588317    1811584    6957707   15042785   22840170    5946764    7742032   10611600    8368644    4188162    2875969    8415874   12733920   22840170    4327403   18357579    3790556    5360687  143900787   12499978    1512332    3611653    4329180          0    7958700    6732699    6251773    4665396    1646594     418275          0    2440046   21059899    7985028    1811584    3539671    2298496    6700858    3324664    3129704    3745035  999997795   17993880   11972230    1644618    2998836    1778376    4858907   15900457          0  143900787    2602694    4340028          0   13903369   22318894  337962357    1778376    8415874    1456634    2602694   27898617   11165604   11699944  143900787    2738912     702116   10611600          0    4682679    2300775    2998836    8577767    6193626    2162323   95933858    5610583   18599078    2933862   15165637    2790673    2082155   12733920   17028882    1135259    7142844    3152272   15226780    2383913          0    7982182          0   12405300   18957046    2407769 
 U  348280380     488089    2239338    3244422   10451315    4360116     256517    2669171    8602499     968891    5375728   19052558   18356475   23058416  295917542     403648    2971505    2056413     854665   14175289     488089  999999583    9590727     543801     627202          0    1064790    5089534 1000000000    1616641    3171741    7074650  310640263    6499939          0    7768646   11703643   14651734    4657708    1214375  316537748    9178592   21084949   45315552   44027729    9283899    8001816   24596562    4864457  362413640   10648430    4171758    8833788   19467307   13328442   10526299   12553217    3171741    2525574    6587611          0  391205059    3319571    7242542    8720225   16875448    3710870          0    8540878  367301188   11703643    4657708    5285265   23998703   13328442   10565193    6587611  675024007    7634296   17564744   13248024    7768646    3678334    1452112    6864147   14939842          0    3654756   14550346    6002338          0   15055495   15028843    6900070    1452112    1890961   37423254    1076817   15028843   19467307  246196026   10526299    9790798    6453172  362413640          0    4810581   24596562    4500487   13605691   45315552    5958681   10526299    6587611   21783903    8108670    7987680    4700655   14550346  362413640    9200894    6324966   10759900   15879971   10648430    6187152          0    4970254          0   14550346    7987680    2525574 
